2,3,4,filedFor
86791410,"57,388","860,000",2002-03-31
89102710,"8,575","212,834",2002-03-31
89102710,"18,120","449,728",2002-03-31
89102710,"31,072","771,200",2002-03-31
89102710,"25,774","639,700",2002-03-31
90329340,"45,500","6,500,000",2002-03-31
93964010,"542,869","894,304",2002-03-31
93964010,"90,029","148,311",2002-03-31
93964010,"393,456","648,165",2002-03-31
93964010,"22,451","36,985",2002-03-31
94974610,"628,782","12,728,390",2002-03-31
94974610,"7,410","150,000",2002-03-31
94974610,"50,467","1,021,600",2002-03-31
94974610,"5,976","120,970",2002-03-31
94974610,"29,880","604,860",2002-03-31
94974610,"68,864","1,394,000",2002-03-31
94974610,"41,990","850,000",2002-03-31
94974610,"1,797,926","36,395,260",2002-03-31
95081710,"1,782,785","5,703,087",2002-03-31
98939010,"23,846","816,655",2002-03-31
28-5678,Berkshire Hathaway Life Insurance Co. of Nebraska,,2001-12-31
28-5676,BHG Life Insurance Co.,,2001-12-31
28-719,Blue Chip Stamps,,2001-12-31
28-554,"Buffett, Warren E.",,2001-12-31
28-1517,Columbia Insurance Co.,,2001-12-31
28-2226,Cornhusker Casualty Co.,,2001-12-31
28-6102,Cypress Insurance Co.,,2001-12-31
28-852,GEICO Corp.,,2001-12-31
28-101,Government Employees Ins. Corp.,,2001-12-31
28-1066,National Fire & Marine,,2001-12-31
28-718,National Indemnity Co.,,2001-12-31
28-5006,National Liability & Fire Ins. Co.,,2001-12-31
28-6104,Nebraska Furniture Mart,,2001-12-31
28-717,OBH Inc.,,2001-12-31
28-2740,Plaza Investment Managers,,2001-12-31
28-1357,Wesco Financial Corp.,,2001-12-31
28-3091,Wesco Financial Ins. Co.,,2001-12-31
28-3105,"Wesco Holdings Midwest, Inc.",,2001-12-31
UNITED,STATES,,2001-12-31
SECURITIESAN,CHANGE COMMISSION,,2001-12-31
Washingt,D.C. 20549,,2001-12-31
Form,13F,,2001-12-31
Form13,COVER PAGE,,2001-12-31
CalendarYe,"Ended: December 31, 2001",,2001-12-31
Amendment[,Number: ______,,2001-12-31
mendment(C,:   [ ]  is a restatement.,,2001-12-31
mendment(C,[ ]  adds new holdings entries.,,2001-12-31
InvestmentMa,this Report:,,2001-12-31
erkshireHa,urance Co. of Nebraska,,2001-12-31
nalin,ing this report and the person by whom,,2001-12-31
0erebyre,erson signing the report is authorized,,2001-12-31
thatal,"ined herein is true, correct and",,2001-12-31
thatit,"all required items, statements,",,2001-12-31
"ts,an",ered integral parts of this form.,,2001-12-31
thisRe,Reporting Manager:,,2001-12-31
0mburgOm,"February 13, 2002",,2001-12-31
55261F10,"436,886","5,997,060",2001-12-31
55261F10,"39,776","546,000",2001-12-31
55261F10,"12,071","165,700",2001-12-31
61536910,"643,352","16,140,300",2001-12-31
61536910,"313,288","7,859,700",2001-12-31
62475610,"106,962","3,216,900",2001-12-31
65410610,"247,777","4,405,700",2001-12-31
65410610,"29,526","525,000",2001-12-31
68989910,"63,962","1,867,500",2001-12-31
81211K10,"124,432","3,048,300",2001-12-31
81211K20,"28,165","679,500",2001-12-31
82028K20,"445,200","21,000,000",2001-12-31
82028K20,"21,200","1,000,000",2001-12-31
86791410,"310,133","4,946,300",2001-12-31
86791410,"53,922","860,000",2001-12-31
89102710,"8,371","212,834",2001-12-31
89102710,"17,688","449,728",2001-12-31
89102710,"30,331","771,200",2001-12-31
89102710,"25,159","639,700",2001-12-31
90329340,"37,180","6,500,000",2001-12-31
93964010,"473,981","894,304",2001-12-31
93964010,"78,605","148,311",2001-12-31
93964010,"343,527","648,165",2001-12-31
93964010,"19,602","36,985",2001-12-31
94974610,"553,303","12,728,390",2001-12-31
94974610,"6,521","150,000",2001-12-31
94974610,"44,409","1,021,600",2001-12-31
94974610,"5,259","120,970",2001-12-31
94974610,"26,293","604,860",2001-12-31
94974610,"60,597","1,394,000",2001-12-31
94974610,"36,946","850,000",2001-12-31
94974610,"1,582,102","36,395,260",2001-12-31
95081710,"1,796,472","5,703,087",2001-12-31
98939010,"22,817","816,655",2001-12-31
55261F10,"443,782","5,997,060",2001-09-30
55261F10,"40,404","546,000",2001-09-30
55261F10,"12,262","165,700",2001-09-30
61536910,"597,191","16,140,300",2001-09-30
61536910,"290,809","7,859,700",2001-09-30
62475610,"92,325","3,216,900",2001-09-30
65410610,"206,231","4,405,700",2001-09-30
65410610,"24,575","525,000",2001-09-30
82028K20,"416,869","20,586,100",2001-09-30
82028K20,"20,250","1,000,000",2001-09-30
86791410,"329,424","4,946,300",2001-09-30
86791410,"57,276","860,000",2001-09-30
89102710,"8,301","212,834",2001-09-30
89102710,"17,539","449,728",2001-09-30
89102710,"30,077","771,200",2001-09-30
89102710,"24,948","639,700",2001-09-30
90329340,"24,245","6,500,000",2001-09-30
93964010,"464,859","894,304",2001-09-30
93964010,"77,092","148,311",2001-09-30
93964010,"336,916","648,165",2001-09-30
93964010,"19,225","36,985",2001-09-30
94974610,"565,777","12,728,390",2001-09-30
94974610,"6,668","150,000",2001-09-30
94974610,"45,410","1,021,600",2001-09-30
94974610,"5,377","120,970",2001-09-30
94974610,"26,886","604,860",2001-09-30
94974610,"61,963","1,394,000",2001-09-30
94974610,"37,783","850,000",2001-09-30
94974610,"1,617,769","36,395,260",2001-09-30
95081710,"1,654,466","5,703,087",2001-09-30
98939010,"20,090","816,655",2001-09-30
48007410,"512,496","13,558,100",2001-03-31
50533610,963,"54,100",2001-03-31
55261F10,"419,194","5,997,060",2001-03-31
55261F10,"38,165","546,000",2001-03-31
55261F10,"11,582","165,700",2001-03-31
61536910,"444,827","16,140,300",2001-03-31
61536910,"216,613","7,859,700",2001-03-31
62475610,"96,636","3,216,900",2001-03-31
81211K10,"131,730","3,952,300",2001-03-31
81211K20,"25,006","679,500",2001-03-31
82028K20,"374,446","18,911,400",2001-03-31
82028K20,"19,800","1,000,000",2001-03-31
86791410,"374,634","5,781,400",2001-03-31
86791410,"55,728","860,000",2001-03-31
86816810,"6,202","179,400",2001-03-31
89102710,"8,264","212,834",2001-03-31
89102710,"17,463","449,728",2001-03-31
89102710,"29,946","771,200",2001-03-31
89102710,"24,840","639,700",2001-03-31
90329340,"99,320","6,500,000",2001-03-31
93964010,"516,908","894,304",2001-03-31
93964010,"85,724","148,311",2001-03-31
93964010,"374,639","648,165",2001-03-31
93964010,"21,377","36,985",2001-03-31
94974610,"629,673","12,728,390",2001-03-31
94974610,"7,420","150,000",2001-03-31
94974610,"50,539","1,021,600",2001-03-31
94974610,"5,984","120,970",2001-03-31
94974610,"29,922","604,860",2001-03-31
94974610,"68,961","1,394,000",2001-03-31
94974610,"42,050","850,000",2001-03-31
94974610,"1,889,831","38,201,560",2001-03-31
95081710,"1,750,848","5,703,087",2001-03-31
98939010,"19,273","816,655",2001-03-31
48007410,"506,961","15,750,000",2000-12-31
50533610,852,"54,100",2000-12-31
53932010,"203,758","4,894,500",2000-12-31
55261F10,"407,800","5,997,060",2000-12-31
55261F10,"37,128","546,000",2000-12-31
55261F10,"11,268","165,700",2000-12-31
61536910,"414,644","16,140,300",2000-12-31
61536910,"201,916","7,859,700",2000-12-31
62475610,"86,250","3,217,100",2000-12-31
81211K10,"131,299","4,304,900",2000-12-31
81211K20,"17,934","556,100",2000-12-31
82028K20,"329,894","14,343,200",2000-12-31
82028K20,"23,000","1,000,000",2000-12-31
82028610,"41,558","2,194,200",2000-12-31
86791410,"364,228","5,781,400",2000-12-31
86791410,"54,180","860,000",2000-12-31
86816810,"5,662","179,400",2000-12-31
89102710,"8,181","212,834",2000-12-31
89102710,"17,287","449,728",2000-12-31
89102710,"29,645","771,200",2000-12-31
89102710,"24,590","639,700",2000-12-31
90329340,"146,250","6,500,000",2000-12-31
93964010,"551,678","894,304",2000-12-31
93964010,"91,490","148,311",2000-12-31
93964010,"399,840","648,165",2000-12-31
93964010,"22,815","36,985",2000-12-31
95081710,"1,606,845","5,703,087",2000-12-31
98939010,"23,993","816,655",2000-12-31
48007410,"417,375","15,750,000",2000-09-30
49348210,560,"26,000",2000-09-30
53932010,"188,438","4,894,500",2000-09-30
55261F10,"313,808","615,310",2000-09-30
55261F10,"27,846","54,600",2000-09-30
65410610,"216,412","5,401,800",2000-09-30
65410610,"21,033","525,000",2000-09-30
82028k20,"301,480","13,288,100",2000-09-30
82028k20,"11,344","500,000",2000-09-30
82028610,"40,593","2,194,200",2000-09-30
86791410,"288,376","5,781,400",2000-09-30
86791410,"42,897","860,000",2000-09-30
86816810,"5,348","179,400",2000-09-30
89102710,"5,919","212,834",2000-09-30
89102710,"12,507","449,728",2000-09-30
89102710,"21,447","771,200",2000-09-30
89102710,"17,790","639,700",2000-09-30
89595310,"5,345","174,500",2000-09-30
91159610,"115,038","5,056,629",2000-09-30
91159610,"138,021","6,066,871",2000-09-30
91159610,"193,059","8,486,121",2000-09-30
91159610,"33,009","1,450,956",2000-09-30
91159610,"3,254","143,028",2000-09-30
91159610,"1,712","75,264",2000-09-30
91159610,"4,917","216,132",2000-09-30
93964010,"472,085","894,304",2000-09-30
93964010,"78,290","148,311",2000-09-30
93964010,"342,153","648,165",2000-09-30
93964010,"19,524","36,985",2000-09-30
95081710,"1,431,474","5,703,087",2000-09-30
98939010,"17,868","816,655",2000-09-30
48007410,"370,125","15,750,000",2000-06-30
53932010,"172,531","4,894,500",2000-06-30
65410610,"235,518","5,915,600",2000-06-30
65410610,"20,902","525,000",2000-06-30
82028K20,"328,057","13,288,100",2000-06-30
82028K20,"12,344","500,000",2000-06-30
86791410,"264,138","5,781,400",2000-06-30
86791410,"39,291","860,000",2000-06-30
93964010,"427,477","894,304",2000-06-30
93964010,"70,893","148,311",2000-06-30
93964010,"309,823","648,165",2000-06-30
93964010,"17,679","36,985",2000-06-30
95081710,"1,169,133","5,703,087",2000-06-30
98939010,"17,354","816,655",2000-06-30
93964010,"483,818","894,304",2000-03-31
93964010,"80,236","148,311",2000-03-31
93964010,"350,657","648,165",2000-03-31
93964010,"20,009","36,985",2000-03-31
95081710,"1,454,287","5,703,087",2000-03-31
98939010,"18,120","816,655",2000-03-31
